url	page_url	kind	fname	out_rel	size	status
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528558301594.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170911_933086.htm	attachment	W020180323528558301594.xls	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933086/attachments/W020180323528558301594.xls	20480	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528558308406.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170911_933086.htm	attachment	5.公共财政拨款支出决算表	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933086/attachments/5.公共财政拨款支出决算表	8192	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528558450886.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170911_933086.htm	attachment	7.一般公共预算财政拨款基本支出决算表	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933086/attachments/7.一般公共预算财政拨款基本支出决算表	14848	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528558452219.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170911_933086.htm	attachment	W020180323528558452219.xls	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933086/attachments/W020180323528558452219.xls	14848	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528558454018.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170911_933086.htm	attachment	6.一般公共预算财政拨款支出决算明细表	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933086/attachments/6.一般公共预算财政拨款支出决算明细表	6144	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528558456497.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170911_933086.htm	attachment	W020180323528558456497.xls	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933086/attachments/W020180323528558456497.xls	6144	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528558615962.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170911_933086.htm	attachment	W020180323528558615962.xls	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933086/attachments/W020180323528558615962.xls	7168	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528558616145.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170911_933086.htm	attachment	W020180323528558616145.xls	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933086/attachments/W020180323528558616145.xls	7168	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528558616701.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170911_933086.htm	attachment	8.政府性基金预算财政拨款收入支出决算表	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933086/attachments/8.政府性基金预算财政拨款收入支出决算表	6656	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528558618600.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170911_933086.htm	attachment	W020180323528558618600.xls	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933086/attachments/W020180323528558618600.xls	6656	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528558770436.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170911_933086.htm	attachment	9.部门决算相关信息统计表	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933086/attachments/9.部门决算相关信息统计表	21504	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528558772821.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170911_933086.htm	attachment	W020180323528558772821.xls	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933086/attachments/W020180323528558772821.xls	6144	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528558775676.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170911_933086.htm	attachment	10.政府采购情况表（本表无数据）	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933086/attachments/10.政府采购情况表（本表无数据）	20480	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528558777564.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170911_933086.htm	attachment	W020180323528558777564.xls	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933086/attachments/W020180323528558777564.xls	20480	done
http://czj.putian.gov.cn/ptczjup/file/20180104/20180104144844_1188.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170912_933062.htm	attachment	/ptczjup/file/20180104/20180104144844_1188.xls	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933062/attachments/_ptczjup_file_20180104_20180104144844_1188.xls	390144	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528417991049.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170912_933066.htm	attachment	3、支出决算表.xls	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933066/attachments/3、支出决算表.xls	11776	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528417991090.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170912_933066.htm	attachment	1、收支决算总表.xls	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933066/attachments/1、收支决算总表.xls	8192	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528417992873.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170912_933066.htm	attachment	2、收入决算表.xls	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933066/attachments/2、收入决算表.xls	11776	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528417999686.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170912_933066.htm	attachment	财政拨款收入支出决算总表 .xls	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933066/attachments/财政拨款收入支出决算总表 .xls	8192	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528418141920.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170912_933066.htm	attachment	6、 一般公共预算财政拨款支出决算明细表 .xls	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933066/attachments/6、 一般公共预算财政拨款支出决算明细表 .xls	6144	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528418142924.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170912_933066.htm	attachment	7、一般公共预算财政拨款基本支出决算表 .xls	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933066/attachments/7、一般公共预算财政拨款基本支出决算表 .xls	14336	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528418143535.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170912_933066.htm	attachment	5、一般公共预算财政拨款支出决算表 .xls	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933066/attachments/5、一般公共预算财政拨款支出决算表 .xls	8192	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528418144738.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170912_933066.htm	attachment	9、	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933066/attachments/9、.xls	7168	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528418147370.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170912_933066.htm	attachment	8、政府性基金预算支出决算表 .xls	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933066/attachments/8、政府性基金预算支出决算表 .xls	7680	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528418452750.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170912_933066.htm	attachment	10、政府采购情况表 .xls	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933066/attachments/10、政府采购情况表 .xls	6144	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528418459076.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170912_933066.htm	attachment	部门决算相关信息表.xls	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933066/attachments/部门决算相关信息表.xls	17408	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528485339706.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170912_933074.htm	attachment	2016年度国家统计局莆田调查队决算说明附表	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933074/attachments/2016年度国家统计局莆田调查队决算说明附表.xls	50176	done
http://czj.putian.gov.cn/ptczjup/file/20171103/20171103162917_5935.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170913_933052.htm	attachment	附件： 1.收支决算总表	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933052/attachments/附件： 1.收支决算总表	65536	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528270957664.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170914_933043.htm	attachment	U020180323528269705866.xls	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933043/attachments/U020180323528269705866.xls	65024	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528309707686.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170914_933047.htm	attachment	2016年度质监决算公开表格	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933047/attachments/2016年度质监决算公开表格.xls	61440	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528316741649.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170914_933048.htm	attachment	莆田市机关事务管理处2016年部门决算公开表格	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933048/attachments/莆田市机关事务管理处2016年部门决算公开表格.xls	49152	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528327050089.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170914_933051.htm	attachment	莆田市统计局2016年度决算表	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933051/attachments/莆田市统计局2016年度决算表.xls	61440	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528189550369.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170915_933035.htm	attachment	1_收支决算总表	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933035/attachments/1_收支决算总表.xls	8192	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528189551705.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170915_933035.htm	attachment	3_支出决算表	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933035/attachments/3_支出决算表.xls	9728	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528189554478.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170915_933035.htm	attachment	2_收入决算表	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933035/attachments/2_收入决算表.xls	9728	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528189701701.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170915_933035.htm	attachment	7_一般公共预算财政拨款基本支出决算表	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933035/attachments/7_一般公共预算财政拨款基本支出决算表.xls	14336	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528189705726.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170915_933035.htm	attachment	5_一般公共预算财政拨款支出决算表	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933035/attachments/5_一般公共预算财政拨款支出决算表.xls	7680	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528189705777.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170915_933035.htm	attachment	6_一般公共预算财政拨款支出决算明细表	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933035/attachments/6_一般公共预算财政拨款支出决算明细表.xls	6144	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528189707021.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170915_933035.htm	attachment	4_财政拨款收入支出决算总表	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933035/attachments/4_财政拨款收入支出决算总表.xls	8704	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528189707181.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170915_933035.htm	attachment	8	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933035/attachments/8.xls	6144	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528189861332.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170915_933035.htm	attachment	9_部门决算相关信息统计表	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933035/attachments/9_部门决算相关信息统计表.xls	7168	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528189862161.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170915_933035.htm	attachment	政府性基金预算财政拨款收入支出决算表	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933035/attachments/政府性基金预算财政拨款收入支出决算表.xls	17408	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528189869273.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170915_933035.htm	attachment	10_政府采购情况表	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933035/attachments/10_政府采购情况表.xls	6144	done
http://czj.putian.gov.cn/ptczjup/file/20171104/20171104160647_9372.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170915_933040.htm	attachment	/ptczjup/file/20171104/20171104160647_9372.xls	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933040/attachments/_ptczjup_file_20171104_20171104160647_9372.xls	57344	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528261111682.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170915_933041.htm	attachment	1.收支决算总表	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933041/attachments/1.收支决算总表	20480	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528261113139.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170915_933041.htm	attachment	3.支出决算表	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933041/attachments/3.支出决算表	26112	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528261119104.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170915_933041.htm	attachment	2.收入决算总表	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933041/attachments/2.收入决算总表	26624	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528261270082.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170915_933041.htm	attachment	5.一般公共预算财政拨款支出决算表	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933041/attachments/5.一般公共预算财政拨款支出决算表	30208	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528261270797.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170915_933041.htm	attachment	4.财政拨款收支决算总表	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933041/attachments/4.财政拨款收支决算总表	28672	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528261271743.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170915_933041.htm	attachment	8.政府性基金收入支出决算表	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933041/attachments/8.政府性基金收入支出决算表	19456	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528261275406.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170915_933041.htm	attachment	6.一般公共预算财政拨款支出决算明细表	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933041/attachments/6.一般公共预算财政拨款支出决算明细表	17920	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528261276725.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170915_933041.htm	attachment	7.一般公共预算财政拨款基本支出决算表	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933041/attachments/7.一般公共预算财政拨款基本支出决算表	27136	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528261420254.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170915_933041.htm	attachment	10.政府采购情况表	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933041/attachments/10.政府采购情况表	18432	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528261426567.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170915_933041.htm	attachment	9.部门决算相关信息统计表	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933041/attachments/9.部门决算相关信息统计表	19456	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323527947201577.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170917_933013.htm	attachment	点击下载附表	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933013/attachments/点击下载附表.xls	47104	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323528266274073.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170917_933042.htm	attachment	U020180323528264868834.xls	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933042/attachments/U020180323528264868834.xls	61952	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323527941741772.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170918_933012.htm	attachment	1.支出决算总表.xls	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933012/attachments/1.支出决算总表.xls	15360	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323527941891212.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170918_933012.htm	attachment	2.收入决算表.xls	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933012/attachments/2.收入决算表.xls	13312	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323527941892175.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170918_933012.htm	attachment	5.一般公共预算财政拨款支出决算表.xls	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933012/attachments/5.一般公共预算财政拨款支出决算表.xls	20480	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323527941896187.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170918_933012.htm	attachment	7.一般公共预算财政拨款基本支出决算表.xls	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933012/attachments/7.一般公共预算财政拨款基本支出决算表.xls	27648	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323527941896344.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170918_933012.htm	attachment	4.财政拨款收入支出决算总表.xls	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933012/attachments/4.财政拨款收入支出决算总表.xls	15360	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323527941898297.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170918_933012.htm	attachment	6.财政拨款支出决算明细表.xls	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933012/attachments/6.财政拨款支出决算明细表.xls	6144	done
http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/W020180323527941899036.xls	http://czj.putian.gov.cn/ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/t20170918_933012.htm	attachment	3.支出决算表.xls	ztlm/sjyjsgkpt/bmyjsgk/bmjs/201709/933012/attachments/3.支出决算表.xls	13312	done
